Student ID,Full Name,Arabic Name,Gender,Date of Birth,Nationality,ID Type,National ID,Iqama Number,Passport Number,Religion,Birth Place,Division,Grade,Section,Academic Year,Roll No.,Enrollment Type,Study Mode,Fee Category,Admission Date,Active,Father Name,Mother Name,Guardian Phone,Guardian Email,Address
,Tala Al-Anazi,تالا العنزي,Female,2012-03-15,Saudi Arabia,National ID,1805573185,,,Muslim,Buraidah,AMERICAN,Grade 9,A,2024-25,080,Regular (Continuing),Online Mode,Regular,2022-09-01,Yes,Hassan Al-Anazi,Sara Al-Anazi,+966591451338,tala.alanazi80@parent.com,"253 Al-Nuzha Street, Jeddah"
,Mariam Kumar,مريم كومار,Female,2011-05-13,Jordan,Iqama,,2913385047,,Muslim,Dhaka,AMERICAN,Grade 10,A,2024-25,081,New Student,Seasonal Mode,New,2022-09-01,Yes,Vihaan Kumar,Sophia Kumar,+966550738700,mariam.kumar81@parent.com,"252 Al-Nuzha Street, Jeddah"
,Nawaf Al-Anazi,نواف العنزي,Male,2010-01-03,Saudi Arabia,National ID,1357845429,,,Muslim,Buraidah,AMERICAN,Grade 11,A,2024-25,082,New Student,Online Mode,New,2024-09-01,Yes,Majed Al-Anazi,Tala Al-Anazi,+966558073752,nawaf.alanazi82@parent.com,"11 Al-Nuzha Street, Jeddah"
,Salman Al-Sulami,سلمان السلمي,Male,2009-01-21,Saudi Arabia,National ID,1180716895,,,Muslim,Madinah,AMERICAN,Grade 12,A,2024-25,083,Regular (Continuing),Seasonal Mode,Regular,2025-09-01,Yes,Mohammed Al-Sulami,Ghada Al-Sulami,+966512061495,salman.alsulami83@parent.com,"270 Al-Nuzha Street, Jeddah"
,Norah Al-Zahrani,نورة الزهراني,Female,2020-12-07,Saudi Arabia,National ID,1922057854,,,Muslim,Tabuk,AMERICAN,KG1,A,2024-25,084,Regular (Continuing),Regular Mode,Regular,2023-09-01,Yes,Talal Al-Zahrani,Lujain Al-Zahrani,+966506645429,norah.alzahrani84@parent.com,"221 Al-Nuzha Street, Jeddah"
,Faris Singh,فارس سينغ,Male,2019-08-17,Pakistan,Passport,,,GG7044511,Muslim,London,AMERICAN,KG2,A,2024-25,085,Regular (Continuing),Seasonal Mode,Regular,2025-09-01,Yes,Faris Singh,Fatima Singh,+966578074198,faris.singh85@parent.com,"157 Al-Nuzha Street, Jeddah"
,Olivia Reddy,أوليفيا ريدي,Female,2020-10-13,Philippines,Iqama,,2913393180,,Muslim,Jakarta,AMERICAN,Grade 1,A,2024-25,086,New Student,Online Mode,New,2022-09-01,Yes,David Reddy,Layla Reddy,+966564206064,olivia.reddy86@parent.com,"293 Al-Nuzha Street, Jeddah"
,Hessa Al-Qahtani,حصة القحطاني,Female,2019-05-05,Saudi Arabia,National ID,1737044101,,,Muslim,Khobar,AMERICAN,Grade 2,A,2024-25,087,New Student,Regular Mode,New,2024-09-01,Yes,Bader Al-Qahtani,Latifa Al-Qahtani,+966569803419,hessa.alqahtani87@parent.com,"286 Al-Nuzha Street, Jeddah"
,Sultan Al-Fayez,سلطان الفايز,Male,2018-08-13,Saudi Arabia,National ID,1567884381,,,Muslim,Madinah,AMERICAN,Grade 3,A,2024-25,088,Transfer,Seasonal Mode,Transfer,2025-09-01,Yes,Abdullah Al-Fayez,Joud Al-Fayez,+966597842259,sultan.alfayez88@parent.com,"260 Al-Nuzha Street, Jeddah"
,Zoe Kumar,زوي كومار,Female,2017-01-22,Pakistan,Iqama,,2926907845,,Muslim,Khartoum,AMERICAN,Grade 4,A,2024-25,089,New Student,Seasonal Mode,New,2022-09-01,Yes,Michael Kumar,Mariam Kumar,+966557141751,zoe.kumar89@parent.com,"289 Al-Nuzha Street, Jeddah"
,Zayn Chen,زين تشين,Male,2016-12-05,United States,Passport,,,JE1873795,Muslim,Khartoum,AMERICAN,Grade 5,A,2024-25,090,Regular (Continuing),Seasonal Mode,Regular,2022-09-01,Yes,Faris Chen,Zoe Chen,+966585262249,zayn.chen90@parent.com,"130 Al-Nuzha Street, Jeddah"
,Mohammed Al-Fayez,محمد الفايز,Male,2015-01-23,Saudi Arabia,National ID,1577967289,,,Muslim,Khobar,AMERICAN,Grade 6,A,2024-25,091,Regular (Continuing),Regular Mode,Regular,2023-09-01,Yes,Yazeed Al-Fayez,Norah Al-Fayez,+966542335671,mohammed.alfayez91@parent.com,"172 Al-Nuzha Street, Jeddah"
,Raghad Al-Yamani,رغد اليماني,Female,2014-04-11,Saudi Arabia,National ID,1824996033,,,Muslim,Buraidah,AMERICAN,Grade 7,A,2024-25,092,Regular (Continuing),Seasonal Mode,Regular,2022-09-01,Yes,Anas Al-Yamani,Lama Al-Yamani,+966563760308,raghad.alyamani92@parent.com,"7 Al-Nuzha Street, Jeddah"
,Aliya Garcia,عالية جارسيا,Female,2013-07-10,Jordan,Iqama,,2398426520,,Muslim,Dhaka,AMERICAN,Grade 8,A,2024-25,093,Regular (Continuing),Regular Mode,Regular,2025-09-01,Yes,Tariq Garcia,Hira Garcia,+966543144153,aliya.garcia93@parent.com,"22 Al-Nuzha Street, Jeddah"
,Hamza Kumar,حمزة كومار,Male,2012-10-04,United States,Passport,,,KM9258692,Muslim,Mumbai,AMERICAN,Grade 9,A,2024-25,094,New Student,Regular Mode,New,2025-09-01,Yes,Hamza Kumar,Nayla Kumar,+966586027020,hamza.kumar94@parent.com,"38 Al-Nuzha Street, Jeddah"
,Shaden Al-Qahtani,شادن القحطاني,Female,2011-10-10,Saudi Arabia,National ID,1887145732,,,Muslim,Tabuk,AMERICAN,Grade 10,A,2024-25,095,Regular (Continuing),Online Mode,Regular,2022-09-01,Yes,Saif Al-Qahtani,Reema Al-Qahtani,+966535092313,shaden.alqahtani95@parent.com,"246 Al-Nuzha Street, Jeddah"
,Zain Hassan,زين حسن,Male,2010-04-07,United Kingdom,Iqama,,2154888127,,Non-Muslim,Amman,AMERICAN,Grade 11,A,2024-25,096,Regular (Continuing),Online Mode,Regular,2023-09-01,Yes,John Hassan,Aliya Hassan,+966594433896,zain.hassan96@parent.com,"280 Al-Nuzha Street, Jeddah"
,Amal Al-Tamimi,أمل التميمي,Female,2009-12-03,Saudi Arabia,National ID,1884775402,,,Muslim,Dammam,AMERICAN,Grade 12,A,2024-25,097,New Student,Online Mode,New,2024-09-01,Yes,Anas Al-Tamimi,Salma Al-Tamimi,+966592810525,amal.altamimi97@parent.com,"286 Al-Nuzha Street, Jeddah"
,Omar Al-Tamimi,عمر التميمي,Male,2020-02-03,Saudi Arabia,National ID,1512199821,,,Muslim,Mecca,AMERICAN,KG1,A,2024-25,098,Regular (Continuing),Online Mode,Regular,2022-09-01,Yes,Ali Al-Tamimi,Maha Al-Tamimi,+966559835044,omar.altamimi98@parent.com,"268 Al-Nuzha Street, Jeddah"
,Renad Al-Mutairi,رناد المطيري,Female,2019-05-22,Saudi Arabia,National ID,1805653497,,,Muslim,Madinah,AMERICAN,KG2,A,2024-25,099,Regular (Continuing),Online Mode,Regular,2025-09-01,Yes,Hassan Al-Mutairi,Layla Al-Mutairi,+966508341588,renad.almutairi99@parent.com,"259 Al-Nuzha Street, Jeddah"
,Fatima Al-Anazi,فاطمة العنزي,Female,2020-06-26,Saudi Arabia,National ID,1353326220,,,Muslim,Jeddah,AMERICAN,Grade 1,A,2024-25,100,Regular (Continuing),Regular Mode,Regular,2025-09-01,Yes,Anas Al-Anazi,Reem Al-Anazi,+966503714812,fatima.alanazi100@parent.com,"162 Al-Nuzha Street, Jeddah"
,Yusuf Brown,يوسف براون,Male,2019-03-01,Yemen,Iqama,,2950782093,,Non-Muslim,London,AMERICAN,Grade 2,A,2024-25,101,New Student,Online Mode,New,2022-09-01,Yes,Michael Brown,Sofia Brown,+966564063785,yusuf.brown101@parent.com,"123 Al-Nuzha Street, Jeddah"
,Priya Ali,بريا علي,Female,2018-11-20,India,Iqama,,2524282070,,Muslim,Dhaka,AMERICAN,Grade 3,A,2024-25,102,New Student,Seasonal Mode,New,2022-09-01,Yes,David Ali,Anaya Ali,+966588658324,priya.ali102@parent.com,"45 Al-Nuzha Street, Jeddah"
,Anas Al-Hashemi,أنس الهاشمي,Male,2017-04-22,Saudi Arabia,National ID,1490011631,,,Non-Muslim,Abha,AMERICAN,Grade 4,A,2024-25,103,New Student,Seasonal Mode,New,2023-09-01,Yes,Hatim Al-Hashemi,Aisha Al-Hashemi,+966522968740,anas.alhashemi103@parent.com,"163 Al-Nuzha Street, Jeddah"
,Hassan Al-Rashid,حسن الراشد,Male,2016-09-08,Saudi Arabia,National ID,1005385693,,,Muslim,Jeddah,AMERICAN,Grade 5,A,2024-25,104,New Student,Regular Mode,New,2025-09-01,Yes,Mohammed Al-Rashid,Fatima Al-Rashid,+966517770859,hassan.alrashid104@parent.com,"131 Al-Nuzha Street, Jeddah"
,Raed Al-Otaibi,رائد العتيبي,Male,2015-06-15,Saudi Arabia,National ID,1865615935,,,Muslim,Mecca,AMERICAN,Grade 6,A,2024-25,105,Transfer,Seasonal Mode,Transfer,2024-09-01,Yes,Hassan Al-Otaibi,Latifa Al-Otaibi,+966565695989,raed.alotaibi105@parent.com,"238 Al-Nuzha Street, Jeddah"
,Latifa Al-Fayez,لطيفة الفايز,Female,2014-11-14,Saudi Arabia,National ID,1020831441,,,Non-Muslim,Jeddah,AMERICAN,Grade 7,A,2024-25,106,Regular (Continuing),Regular Mode,Regular,2025-09-01,Yes,Bader Al-Fayez,Noura Al-Fayez,+966572909637,latifa.alfayez106@parent.com,"42 Al-Nuzha Street, Jeddah"
,Lama Al-Tamimi,لمى التميمي,Female,2013-05-18,Saudi Arabia,National ID,1886674055,,,Muslim,Mecca,AMERICAN,Grade 8,A,2024-25,107,Regular (Continuing),Seasonal Mode,Regular,2025-09-01,Yes,Yazeed Al-Tamimi,Wafa Al-Tamimi,+966519998498,lama.altamimi107@parent.com,"285 Al-Nuzha Street, Jeddah"
,Riya Singh,ريا سينغ,Female,2012-02-15,India,Iqama,,2808858342,,Muslim,New York,AMERICAN,Grade 9,A,2024-25,108,New Student,Online Mode,New,2024-09-01,Yes,Vihaan Singh,Anvi Singh,+966578659513,riya.singh108@parent.com,"73 Al-Nuzha Street, Jeddah"
,John Gupta,جون جوبتا,Male,2011-01-11,Indonesia,Iqama,,2542313676,,Muslim,Damascus,AMERICAN,Grade 10,A,2024-25,109,Regular (Continuing),Regular Mode,Regular,2022-09-01,Yes,Daniel Gupta,Sofia Gupta,+966525746064,john.gupta109@parent.com,"101 Al-Nuzha Street, Jeddah"
,Jana Al-Shehri,جنى الشهري,Female,2010-10-15,Saudi Arabia,National ID,1403233519,,,Muslim,Tabuk,AMERICAN,Grade 11,A,2024-25,110,Transfer,Regular Mode,Transfer,2023-09-01,Yes,Raed Al-Shehri,Lama Al-Shehri,+966556072945,jana.alshehri110@parent.com,"27 Al-Nuzha Street, Jeddah"
,Layla Al-Hashemi,ليلى الهاشمي,Female,2009-02-11,Saudi Arabia,National ID,1991195057,,,Muslim,Madinah,AMERICAN,Grade 12,A,2024-25,111,Regular (Continuing),Online Mode,Regular,2023-09-01,Yes,Saif Al-Hashemi,Reem Al-Hashemi,+966542521271,layla.alhashemi111@parent.com,"84 Al-Nuzha Street, Jeddah"
,Reem Al-Hashemi,ريم الهاشمي,Female,2020-10-15,Saudi Arabia,National ID,1733636069,,,Muslim,Khobar,AMERICAN,KG1,A,2024-25,112,Transfer,Online Mode,Transfer,2024-09-01,Yes,Turki Al-Hashemi,Aljawhara Al-Hashemi,+966566514930,reem.alhashemi112@parent.com,"96 Al-Nuzha Street, Jeddah"
,Anvi Habib,أنفي حبيب,Female,2019-12-04,Sudan,Passport,,,JJ1094615,Muslim,Khartoum,AMERICAN,KG2,A,2024-25,113,Transfer,Regular Mode,Transfer,2023-09-01,Yes,Adam Habib,Nour Habib,+966575935252,anvi.habib113@parent.com,"117 Al-Nuzha Street, Jeddah"
,Hamad Al-Sabah,حمد الصباح,Male,2020-06-17,Saudi Arabia,National ID,1639159328,,,Non-Muslim,Dammam,AMERICAN,Grade 1,A,2024-25,114,Regular (Continuing),Seasonal Mode,Regular,2022-09-01,Yes,Omar Al-Sabah,Norah Al-Sabah,+966586744990,hamad.alsabah114@parent.com,"237 Al-Nuzha Street, Jeddah"
,Shaden Al-Harbi,شادن الحربي,Female,2019-07-01,Saudi Arabia,National ID,1582619135,,,Muslim,Buraidah,AMERICAN,Grade 2,A,2024-25,115,New Student,Online Mode,New,2023-09-01,Yes,Omar Al-Harbi,Raghad Al-Harbi,+966537608033,shaden.alharbi115@parent.com,"29 Al-Nuzha Street, Jeddah"
,Bader Al-Saud,بدر آل سعود,Male,2018-01-12,Saudi Arabia,National ID,1768344361,,,Non-Muslim,Abha,AMERICAN,Grade 3,A,2024-25,116,Regular (Continuing),Seasonal Mode,Regular,2022-09-01,Yes,Majed Al-Saud,Wafa Al-Saud,+966519532994,bader.alsaud116@parent.com,"34 Al-Nuzha Street, Jeddah"
,Ghada Al-Saud,غادة آل سعود,Female,2017-01-27,Saudi Arabia,National ID,1736066803,,,Muslim,Buraidah,AMERICAN,Grade 4,A,2024-25,117,Regular (Continuing),Regular Mode,Regular,2025-09-01,Yes,Yousef Al-Saud,Joud Al-Saud,+966527813290,ghada.alsaud117@parent.com,"13 Al-Nuzha Street, Jeddah"
,Riya Malik,ريا مالك,Female,2016-11-24,United States,Passport,,,NL0977983,Muslim,Amman,AMERICAN,Grade 5,A,2024-25,118,New Student,Seasonal Mode,New,2022-09-01,Yes,Kabir Malik,Mehek Malik,+966504084773,riya.malik118@parent.com,"102 Al-Nuzha Street, Jeddah"
,Hira Chen,هيرا تشين,Female,2015-09-17,Syria,Iqama,,2006667884,,Muslim,London,AMERICAN,Grade 6,A,2024-25,119,Regular (Continuing),Seasonal Mode,Regular,2025-09-01,Yes,Mustafa Chen,Priya Chen,+966566872948,hira.chen119@parent.com,"175 Al-Nuzha Street, Jeddah"
,Abdullah Al-Tamimi,عبدالله التميمي,Male,2014-12-25,Saudi Arabia,National ID,1764818336,,,Muslim,Buraidah,AMERICAN,Grade 7,A,2024-25,120,Regular (Continuing),Online Mode,Regular,2024-09-01,Yes,Raed Al-Tamimi,Lujain Al-Tamimi,+966579203861,abdullah.altamimi120@parent.com,"13 Al-Nuzha Street, Jeddah"
,Priya Smith,بريا سميث,Female,2013-09-15,India,Iqama,,2595139333,,Muslim,Karachi,AMERICAN,Grade 8,A,2024-25,121,Regular (Continuing),Seasonal Mode,Regular,2022-09-01,Yes,Adam Smith,Fatima Smith,+966585581907,priya.smith121@parent.com,"219 Al-Nuzha Street, Jeddah"
,Zainab Smith,زينب سميث,Female,2012-10-20,Sudan,Passport,,,AM9031234,Non-Muslim,Karachi,AMERICAN,Grade 9,A,2024-25,122,Regular (Continuing),Online Mode,Regular,2025-09-01,Yes,John Smith,Priya Smith,+966531155653,zainab.smith122@parent.com,"112 Al-Nuzha Street, Jeddah"
,Aisha Al-Otaibi,عائشة العتيبي,Female,2011-01-21,Saudi Arabia,National ID,1033025351,,,Muslim,Mecca,AMERICAN,Grade 10,A,2024-25,123,Transfer,Regular Mode,Transfer,2025-09-01,Yes,Khalid Al-Otaibi,Maha Al-Otaibi,+966578381248,aisha.alotaibi123@parent.com,"254 Al-Nuzha Street, Jeddah"
,Hassan Al-Zahrani,حسن الزهراني,Male,2010-07-07,Saudi Arabia,National ID,1131178413,,,Muslim,Khobar,AMERICAN,Grade 11,A,2024-25,124,Transfer,Seasonal Mode,Transfer,2025-09-01,Yes,Bader Al-Zahrani,Dana Al-Zahrani,+966597857183,hassan.alzahrani124@parent.com,"154 Al-Nuzha Street, Jeddah"
,Fahad Al-Sudais,فهد السديس,Male,2009-10-04,Saudi Arabia,National ID,1009828327,,,Muslim,Abha,AMERICAN,Grade 12,A,2024-25,125,New Student,Seasonal Mode,New,2025-09-01,Yes,Majed Al-Sudais,Hanan Al-Sudais,+966532160366,fahad.alsudais125@parent.com,"99 Al-Nuzha Street, Jeddah"
,Reem Al-Sabah,ريم الصباح,Female,2020-01-27,Saudi Arabia,National ID,1120755038,,,Muslim,Buraidah,AMERICAN,KG1,A,2024-25,126,Regular (Continuing),Regular Mode,Regular,2025-09-01,Yes,Khalid Al-Sabah,Shaden Al-Sabah,+966564606331,reem.alsabah126@parent.com,"148 Al-Nuzha Street, Jeddah"
,Talal Al-Fayez,طلال الفايز,Male,2019-09-08,Saudi Arabia,National ID,1405248388,,,Muslim,Khobar,AMERICAN,KG2,A,2024-25,127,New Student,Regular Mode,New,2022-09-01,Yes,Majed Al-Fayez,Reem Al-Fayez,+966526573994,talal.alfayez127@parent.com,"273 Al-Nuzha Street, Jeddah"
,Mariam Ibrahim,مريم إبراهيم,Female,2020-02-22,Pakistan,Iqama,,2593029927,,Non-Muslim,Damascus,AMERICAN,Grade 1,A,2024-25,128,New Student,Regular Mode,New,2022-09-01,Yes,Imran Ibrahim,Sana Ibrahim,+966514771880,mariam.ibrahim128@parent.com,"44 Al-Nuzha Street, Jeddah"
,Zoe Mahmood,زوي محمود,Female,2019-05-04,Indonesia,Iqama,,2387582474,,Muslim,Sanaa,AMERICAN,Grade 2,A,2024-25,129,New Student,Seasonal Mode,New,2022-09-01,Yes,Ismail Mahmood,Khadija Mahmood,+966561294744,zoe.mahmood129@parent.com,"297 Al-Nuzha Street, Jeddah"
,Sultan Al-Hussein,سلطان الحسين,Male,2018-12-05,Saudi Arabia,National ID,1856839169,,,Muslim,Jeddah,AMERICAN,Grade 3,A,2024-25,130,Regular (Continuing),Seasonal Mode,Regular,2022-09-01,Yes,Hamad Al-Hussein,Fatima Al-Hussein,+966592492593,sultan.alhussein130@parent.com,"235 Al-Nuzha Street, Jeddah"
,Bader Al-Anazi,بدر العنزي,Male,2017-04-26,Saudi Arabia,National ID,1799234882,,,Muslim,Mecca,AMERICAN,Grade 4,A,2024-25,131,New Student,Seasonal Mode,New,2022-09-01,Yes,Bader Al-Anazi,Shaden Al-Anazi,+966558740635,bader.alanazi131@parent.com,"192 Al-Nuzha Street, Jeddah"
,Zain Ahmed,زين أحمد,Male,2016-07-23,Bangladesh,Iqama,,2631049653,,Muslim,Amman,AMERICAN,Grade 5,A,2024-25,132,Regular (Continuing),Seasonal Mode,Regular,2025-09-01,Yes,Yusuf Ahmed,Nayla Ahmed,+966570980438,zain.ahmed132@parent.com,"258 Al-Nuzha Street, Jeddah"
,Ismail Patel,إسماعيل باتل,Male,2015-08-08,Syria,Iqama,,2944860586,,Muslim,New York,AMERICAN,Grade 6,A,2024-25,133,Regular (Continuing),Seasonal Mode,Regular,2023-09-01,Yes,Zayn Patel,Diya Patel,+966597719627,ismail.patel133@parent.com,"23 Al-Nuzha Street, Jeddah"
,Yazeed Al-Yamani,يزيد اليماني,Male,2014-09-06,Saudi Arabia,National ID,1113452804,,,Muslim,Khobar,AMERICAN,Grade 7,A,2024-25,134,Regular (Continuing),Regular Mode,Regular,2024-09-01,Yes,Raed Al-Yamani,Shaden Al-Yamani,+966596036317,yazeed.alyamani134@parent.com,"164 Al-Nuzha Street, Jeddah"
,Naif Al-Sulami,نايف السلمي,Male,2013-04-19,Saudi Arabia,National ID,1786491227,,,Muslim,Jeddah,AMERICAN,Grade 8,A,2024-25,135,Transfer,Seasonal Mode,Transfer,2025-09-01,Yes,Bandar Al-Sulami,Manal Al-Sulami,+966526681836,naif.alsulami135@parent.com,"79 Al-Nuzha Street, Jeddah"
,Talal Al-Sulami,طلال السلمي,Male,2012-11-21,Saudi Arabia,National ID,1513080264,,,Muslim,Abha,AMERICAN,Grade 9,A,2024-25,136,Transfer,Regular Mode,Transfer,2024-09-01,Yes,Yazeed Al-Sulami,Norah Al-Sulami,+966501356731,talal.alsulami136@parent.com,"211 Al-Nuzha Street, Jeddah"
,Ziyad Al-Mutairi,زياد المطيري,Male,2011-07-28,Saudi Arabia,National ID,1389685660,,,Muslim,Abha,AMERICAN,Grade 10,A,2024-25,137,Regular (Continuing),Online Mode,Regular,2022-09-01,Yes,Salman Al-Mutairi,Maha Al-Mutairi,+966527545271,ziyad.almutairi137@parent.com,"86 Al-Nuzha Street, Jeddah"
,Layla Shaikh,ليلى شيخ,Female,2010-01-19,Pakistan,Iqama,,2529845133,,Muslim,Khartoum,AMERICAN,Grade 11,A,2024-25,138,Regular (Continuing),Seasonal Mode,Regular,2024-09-01,Yes,Imran Shaikh,Zainab Shaikh,+966590977429,layla.shaikh138@parent.com,"96 Al-Nuzha Street, Jeddah"
,Fahad Al-Sudais,فهد السديس,Male,2009-02-14,Saudi Arabia,National ID,1947394244,,,Muslim,Madinah,AMERICAN,Grade 12,A,2024-25,139,Transfer,Seasonal Mode,Transfer,2023-09-01,Yes,Ziyad Al-Sudais,Norah Al-Sudais,+966592774742,fahad.alsudais139@parent.com,"20 Al-Nuzha Street, Jeddah"
,Fahad Al-Sudais,فهد السديس,Male,2020-10-22,Saudi Arabia,National ID,1789836291,,,Muslim,Dammam,AMERICAN,KG1,A,2024-25,140,Transfer,Seasonal Mode,Transfer,2023-09-01,Yes,Salman Al-Sudais,Salma Al-Sudais,+966506378739,fahad.alsudais140@parent.com,"287 Al-Nuzha Street, Jeddah"
,Latifa Al-Harbi,لطيفة الحربي,Female,2019-01-20,Saudi Arabia,National ID,1536575506,,,Muslim,Jeddah,AMERICAN,KG2,A,2024-25,141,New Student,Regular Mode,New,2024-09-01,Yes,Abdullah Al-Harbi,Amal Al-Harbi,+966544709220,latifa.alharbi141@parent.com,"86 Al-Nuzha Street, Jeddah"
,Hamza Siddiqui,حمزة صديقي,Male,2020-02-01,Sudan,Iqama,,2682220027,,Muslim,Damascus,AMERICAN,Grade 1,A,2024-25,142,Regular (Continuing),Seasonal Mode,Regular,2025-09-01,Yes,Rohan Siddiqui,Anvi Siddiqui,+966552588638,hamza.siddiqui142@parent.com,"246 Al-Nuzha Street, Jeddah"
,Tala Al-Mutairi,تالا المطيري,Female,2019-12-06,Saudi Arabia,National ID,1313311827,,,Muslim,Tabuk,AMERICAN,Grade 2,A,2024-25,143,New Student,Online Mode,New,2024-09-01,Yes,Omar Al-Mutairi,Renad Al-Mutairi,+966523094356,tala.almutairi143@parent.com,"264 Al-Nuzha Street, Jeddah"
,Hamza Kim,حمزة كيم,Male,2018-08-27,United States,Iqama,,2942806460,,Muslim,Sanaa,AMERICAN,Grade 3,A,2024-25,144,New Student,Regular Mode,New,2022-09-01,Yes,Kabir Kim,Aliya Kim,+966538029441,hamza.kim144@parent.com,"77 Al-Nuzha Street, Jeddah"
,Mehek Smith,مهك سميث,Female,2017-07-14,United Kingdom,Iqama,,2738220853,,Muslim,Karachi,AMERICAN,Grade 4,A,2024-25,145,New Student,Online Mode,New,2022-09-01,Yes,Talha Smith,Maya Smith,+966582650494,mehek.smith145@parent.com,"262 Al-Nuzha Street, Jeddah"
,Raed Al-Hashemi,رائد الهاشمي,Male,2016-03-23,Saudi Arabia,National ID,1905248754,,,Non-Muslim,Buraidah,AMERICAN,Grade 5,A,2024-25,146,Transfer,Regular Mode,Transfer,2022-09-01,Yes,Fahad Al-Hashemi,Raghad Al-Hashemi,+966546301908,raed.alhashemi146@parent.com,"279 Al-Nuzha Street, Jeddah"
,David Habib,ديفيد حبيب,Male,2015-01-08,Jordan,Iqama,,2598941254,,Non-Muslim,Manila,AMERICAN,Grade 6,A,2024-25,147,Regular (Continuing),Regular Mode,Regular,2024-09-01,Yes,Hamza Habib,Mehek Habib,+966558053270,david.habib147@parent.com,"199 Al-Nuzha Street, Jeddah"
,Salman Al-Sudais,سلمان السديس,Male,2014-07-21,Saudi Arabia,National ID,1553011491,,,Muslim,Abha,AMERICAN,Grade 7,A,2024-25,148,Regular (Continuing),Seasonal Mode,Regular,2022-09-01,Yes,Ibrahim Al-Sudais,Latifa Al-Sudais,+966521979040,salman.alsudais148@parent.com,"245 Al-Nuzha Street, Jeddah"
,Priya Hussain,بريا حسين,Female,2013-05-27,Philippines,Iqama,,2728055871,,Non-Muslim,Dhaka,AMERICAN,Grade 8,A,2024-25,149,New Student,Seasonal Mode,New,2022-09-01,Yes,Yusuf Hussain,Olivia Hussain,+966542612830,priya.hussain149@parent.com,"143 Al-Nuzha Street, Jeddah"
,Emma Hassan,إيما حسن,Female,2012-10-08,Bangladesh,Passport,,,AD2847652,Muslim,Sanaa,AMERICAN,Grade 9,A,2024-25,150,Regular (Continuing),Seasonal Mode,Regular,2025-09-01,Yes,Zain Hassan,Zoe Hassan,+966504652644,emma.hassan150@parent.com,"257 Al-Nuzha Street, Jeddah"
,Latifa Al-Ghamdi,لطيفة الغامدي,Female,2011-02-03,Saudi Arabia,National ID,1677245998,,,Muslim,Buraidah,AMERICAN,Grade 10,A,2024-25,151,New Student,Regular Mode,New,2022-09-01,Yes,Faisal Al-Ghamdi,Lujain Al-Ghamdi,+966502142838,latifa.alghamdi151@parent.com,"31 Al-Nuzha Street, Jeddah"
,Anika Habib,أنيكة حبيب,Female,2010-09-14,Bangladesh,Passport,,,MN1785625,Muslim,Amman,AMERICAN,Grade 11,A,2024-25,152,New Student,Regular Mode,New,2024-09-01,Yes,Zain Habib,Zainab Habib,+966503916177,anika.habib152@parent.com,"132 Al-Nuzha Street, Jeddah"
,Anvi Garcia,أنفي جارسيا,Female,2009-02-02,Philippines,Passport,,,KC7791478,Muslim,New York,AMERICAN,Grade 12,A,2024-25,153,New Student,Online Mode,New,2025-09-01,Yes,Mustafa Garcia,Aliya Garcia,+966554820496,anvi.garcia153@parent.com,"157 Al-Nuzha Street, Jeddah"
,Priya Hussain,بريا حسين,Female,2020-08-15,Pakistan,Iqama,,2348791993,,Muslim,Amman,AMERICAN,KG1,A,2024-25,154,New Student,Seasonal Mode,New,2025-09-01,Yes,Ayaan Hussain,Aliya Hussain,+966541482350,priya.hussain154@parent.com,"142 Al-Nuzha Street, Jeddah"
,Turki Al-Ghamdi,تركي الغامدي,Male,2019-09-07,Saudi Arabia,National ID,1554329988,,,Non-Muslim,Riyadh,AMERICAN,KG2,A,2024-25,155,Regular (Continuing),Regular Mode,Regular,2023-09-01,Yes,Bader Al-Ghamdi,Aisha Al-Ghamdi,+966536003009,turki.alghamdi155@parent.com,"264 Al-Nuzha Street, Jeddah"
,Mustafa Siddiqui,مصطفى صديقي,Male,2020-10-05,Yemen,Iqama,,2332662909,,Muslim,New York,AMERICAN,Grade 1,A,2024-25,156,Regular (Continuing),Regular Mode,Regular,2023-09-01,Yes,Faris Siddiqui,Sofia Siddiqui,+966587595037,mustafa.siddiqui156@parent.com,"224 Al-Nuzha Street, Jeddah"
,Anas Al-Fayez,أنس الفايز,Male,2019-02-10,Saudi Arabia,National ID,1463910078,,,Muslim,Abha,AMERICAN,Grade 2,A,2024-25,157,New Student,Online Mode,New,2024-09-01,Yes,Ibrahim Al-Fayez,Hessa Al-Fayez,+966568669956,anas.alfayez157@parent.com,"63 Al-Nuzha Street, Jeddah"
,Hamza Ali,حمزة علي,Male,2018-12-28,India,Iqama,,2447433430,,Muslim,Damascus,AMERICAN,Grade 3,A,2024-25,158,Transfer,Regular Mode,Transfer,2022-09-01,Yes,Talha Ali,Nayla Ali,+966526427268,hamza.ali158@parent.com,"24 Al-Nuzha Street, Jeddah"
